"","gene","model","correlation","pval","r2","lambda","fdr","Measure","Organ"
"2916","HCLS1","no.lambda",-0.599225566617089,0.285546096397722,0.359071280862836,0,0.52922876071963,"RPKM","Testis"
"7710","BAG5","no.lambda",-0.595643117909598,0.289203893556609,0.354790723015127,0,0.533029521011689,"RPKM","Testis"
"3316","JAM2","free.lambda",-0.136801759805168,0.289484745767859,0.775163749121289,0,0.533029521011689,"RPKM","Testis"
"3816","MAGI1","no.lambda",0.596240825740272,0.288592774879289,0.35550311496142,0,0.533029521011689,"RPKM","Testis"
"395","MED9","no.lambda",0.594127962010343,0.290754574201205,0.352988028576945,0,0.53305005270221,"RPKM","Testis"
"398","METTL9","no.lambda",-0.594453867584019,0.290420841308719,0.353375399331179,0,0.53305005270221,"RPKM","Testis"
"6415","SIAH2","free.lambda",-0.191140069446368,0.291435505027036,0.809537413754459,0,0.533144433602374,"RPKM","Testis"
"493","PC","fix.lambda",-0.592165338228256,0.292766409808385,0.264667194695686,0.648478119906223,0.534424890318323,"RPKM","Testis"
"828","ZNF217","free.lambda",0.304765973994435,0.293556911733842,0.525719759545468,1,0.534715492986159,"RPKM","Testis"
"524","PITHD1","no.lambda",0.588042481364099,0.297004375052728,0.345793959348986,0,0.539834132338328,"RPKM","Testis"
"1342","CIB4","free.lambda",0.238768868282377,0.298436250081088,0.946470285757497,0,0.541275168776621,"RPKM","Testis"
"2717","GLMP","free.lambda",-0.651598795975059,0.299961204095974,0.994316837861193,0,0.5424424500562,"RPKM","Testis"
"522","PIK3C3","free.lambda",-0.817848143852381,0.300360695485664,0.928955895226069,0,0.5424424500562,"RPKM","Testis"
"400","MFSD14B","no.lambda",0.583422129678215,0.301772417838772,0.340381375712923,0,0.543016475470435,"RPKM","Testis"
"845","ZSWIM2","no.lambda",-0.583240012209823,0.301960755544952,0.34016890903117,0,0.543016475470435,"RPKM","Testis"
"339","KCNS3","no.lambda",-0.580130445489426,0.305181243991702,0.336551326703184,0,0.54764515606138,"RPKM","Testis"
"414","MRPL36","no.lambda",0.5789181238601,0.306439188103907,0.335146187650154,0,0.547765948598798,"RPKM","Testis"
"4616","NPHS2","no.lambda",-0.578819114615157,0.306541983041122,0.335031559890485,0,0.547765948598798,"RPKM","Testis"
"465","NT5C2","free.lambda",0.919391164173377,0.310019021942989,0.995283934048421,0,0.552812866496235,"RPKM","Testis"
"615","SAP30BP","free.lambda",0.230039477982325,0.312152419941987,0.978976730321121,0,0.553123639520634,"RPKM","Testis"
"666","SLC6A16","no.lambda",-0.574482108046576,0.311053430365947,0.330029693515826,0,0.553123639520634,"RPKM","Testis"
"790","UGCG","no.lambda",0.573669883914517,0.311900202956879,0.329097132672536,0,0.553123639520634,"RPKM","Testis"
"290","GYG1","no.lambda",-0.572199268574994,0.313434864014458,0.327411996778537,0,0.554236596701975,"RPKM","Testis"
"587","RERG","no.lambda",-0.565378999567819,0.320577138172453,0.319653414189662,0,0.562171503171982,"RPKM","Testis"
"743","TMEM179B","no.lambda",0.566615201315052,0.319279545307302,0.321052778509786,0,0.562171503171982,"RPKM","Testis"
"749","TMEM63B","no.lambda",0.566625666364532,0.319268562015059,0.321064642438662,0,0.562171503171982,"RPKM","Testis"
"832","ZNF438","free.lambda",-0.235635619663439,0.320548487530128,0.966655232624075,0,0.562171503171982,"RPKM","Testis"
"660","SLC38A6","no.lambda",0.562941204925569,0.323139917619876,0.316902800394135,0,0.565494855834784,"RPKM","Testis"
"4516","NIF3L1","no.lambda",0.561856556794374,0.324281827241623,0.315682797292875,0,0.566323108605473,"RPKM","Testis"
"534","PLEKHM3","no.lambda",-0.560781472265365,0.325414684665118,0.314475860005683,0,0.567132176772335,"RPKM","Testis"
"1482","COL3A1","fix.lambda",0.559305383600721,0.326971707795761,0.211608623133795,0.451939660254518,0.567510320702888,"RPKM","Testis"
"429","MYH14","free.lambda",-0.0192777750273255,0.326799210554342,0.407430844711994,0,0.567510320702888,"RPKM","Testis"
"3116","IFT57","no.lambda",-0.557720977941637,0.328645076836748,0.311052687191351,0,0.569248221023979,"RPKM","Testis"
"466","NTNG2","no.lambda",0.556279817122899,0.330169024599131,0.309447227127896,0,0.570720742521354,"RPKM","Testis"
"436","NBN","fix.lambda",0.554453667659089,0.332102600006612,0.272881021210205,0.638701944381606,0.571729476027643,"RPKM","Testis"
"725","TESMIN","no.lambda",0.555052850856381,0.331467862892109,0.308083660827017,0,0.571729476027643,"RPKM","Testis"
"633","SGSM3","no.lambda",0.552615426682224,0.334051842907783,0.305383818033486,0,0.573660342843962,"RPKM","Testis"
"763","TRIM24","no.lambda",0.552118984378075,0.334578759580776,0.304835374979041,0,0.573660342843962,"RPKM","Testis"
"4617","AP1G1","no.lambda",-0.548605986786742,0.338313294218484,0.300968521162392,0,0.575178879877289,"RPKM","Testis"
"7010","ATRN","no.lambda",-0.549274694808858,0.337601620184416,0.301702683015661,0,0.575178879877289,"RPKM","Testis"
"458","NOP9","no.lambda",0.550033374742233,0.33679463048519,0.302536722857608,0,0.575178879877289,"RPKM","Testis"
"649","SLC20A1","no.lambda",-0.548092697365562,0.338859812348013,0.300405602067298,0,0.575178879877289,"RPKM","Testis"
"717","TBCCD1","free.lambda",-0.589300559138101,0.337165466965048,0.987402046702385,0,0.575178879877289,"RPKM","Testis"
"326","ITGB3BP","free.lambda",-0.082356340714408,0.349510728786174,0.997864178111749,0,0.590889395772233,"RPKM","Testis"
"4116","MRPL11","no.lambda",-0.538159910491528,0.349478638230779,0.289616085477212,0,0.590889395772233,"RPKM","Testis"
"1108","AAK1","no.lambda",-0.530837020479755,0.357358789551392,0.281787937859647,0,0.59190906180658,"RPKM","Testis"
"6613","ATG10","free.lambda",0.11380938436868,0.352335028058547,0.541436902888067,0,0.59190906180658,"RPKM","Testis"
"1262","CELSR2","no.lambda",-0.531604319334634,0.356531080617663,0.282603147641393,0,0.59190906180658,"RPKM","Testis"
"363","LIMK2","no.lambda",-0.535637677731316,0.352187932243774,0.286907714984181,0,0.59190906180658,"RPKM","Testis"
"423","MTIF2","no.lambda",0.5313179744722,0.356839919920569,0.282298780223904,0,0.59190906180658,"RPKM","Testis"
"446","NES","fix.lambda",0.529779982318654,0.358499821377539,0.406744727697626,0.500397588700393,0.59190906180658,"RPKM","Testis"
"506","PEX16","no.lambda",0.529960106982159,0.358305317049311,0.280857711821868,0,0.59190906180658,"RPKM","Testis"
"577","RANBP17","no.lambda",0.532646168152137,0.355407955881873,0.283711938981441,0,0.59190906180658,"RPKM","Testis"
"670","SLC9A3","no.lambda",-0.536825012832993,0.350911894028502,0.2881810913731,0,0.59190906180658,"RPKM","Testis"
"738","TMCC2","free.lambda",-0.44631703741983,0.35638787776634,0.987228354089151,0,0.59190906180658,"RPKM","Testis"
"773","TTC1","no.lambda",0.532413654327422,0.355658528787951,0.283464301372635,0,0.59190906180658,"RPKM","Testis"
"820","ZFAT","no.lambda",0.530846153442818,0.357348928191381,0.281797640652249,0,0.59190906180658,"RPKM","Testis"
"4316","ANP32B","free.lambda",0.63382418362066,0.361736708570723,0.997049981756199,0,0.595078327871933,"RPKM","Testis"
"626","SEC61A2","no.lambda",-0.526704710377319,0.361824485069711,0.277417853387113,0,0.595078327871933,"RPKM","Testis"
"289","GUCY2D","no.lambda",-0.525486756783056,0.363143279263474,0.276136332946228,0,0.596089840186361,"RPKM","Testis"
"636","SH3D19","fix.lambda",0.520290857522213,0.368782425997274,0.378324412085825,0.664746100122215,0.603788975434596,"RPKM","Testis"
"679","SOBP","no.lambda",-0.519852299676976,0.369259373406282,0.270246406163176,0,0.603788975434596,"RPKM","Testis"
"3107","IFT52","fix.lambda",0.518073401108148,0.371195446764951,0.441370839925581,0.918832541970827,0.604816815226054,"RPKM","Testis"
"435","NAXD","no.lambda",0.51767539996144,0.371628951123342,0.267987821116758,0,0.604816815226054,"RPKM","Testis"
"726","TEX10","no.lambda",-0.517307131177501,0.372030177960773,0.267606670003686,0,0.604816815226054,"RPKM","Testis"
"443","NECTIN3","no.lambda",-0.515744600637675,0.373733709156986,0.265992495089005,0,0.605526400528796,"RPKM","Testis"
"662","SLC46A3","no.lambda",0.515595407240817,0.373896466914475,0.265838622793103,0,0.605526400528796,"RPKM","Testis"
"3117","AKAP14","free.lambda",0.435332114333304,0.37820983794017,0.508257948053533,1,0.607914766257901,"RPKM","Testis"
"162","CSK","no.lambda",-0.512963441056955,0.37677046434145,0.263131491180369,0,0.607914766257901,"RPKM","Testis"
"196","ECI2","no.lambda",-0.512824522038894,0.376922303347927,0.262988991188786,0,0.607914766257901,"RPKM","Testis"
"795","USP16","free.lambda",0.00127963936304665,0.378242127293877,0.99984273822602,0,0.607914766257901,"RPKM","Testis"
"1521","CPVL","free.lambda",0.934218102599161,0.379134894053578,0.994867605659661,0,0.608195559210948,"RPKM","Testis"
"4517","AP1B1","no.lambda",-0.509393408321509,0.380677201210012,0.259481650364126,0,0.608365263065812,"RPKM","Testis"
"952","BST1","free.lambda",0.429621228571416,0.380321684308375,0.999001753947451,1,0.608365263065812,"RPKM","Testis"
"495","PDE1C","free.lambda",0.551689900200147,0.387871895986284,0.996435880712737,0,0.617522820405754,"RPKM","Testis"
"667","SLC7A11","no.lambda",-0.502185023683272,0.388594643773633,0.25218979803316,0,0.617522820405754,"RPKM","Testis"
"816","ZDHHC19","free.lambda",-0.186735915916451,0.388158531646634,0.999807611169618,0,0.617522820405754,"RPKM","Testis"
"613","SACM1L","free.lambda",-0.99182078721023,0.39604955208472,0.999012873201619,0,0.628190956209285,"RPKM","Testis"
"6103","ABHD12","no.lambda",-0.494275508038248,0.397326351227739,0.24430828401125,0,0.629038167270831,"RPKM","Testis"
"348","KLF10","no.lambda",0.492379249898792,0.399426502914601,0.242437323406736,0,0.631183298449006,"RPKM","Testis"
"902","BOLL","no.lambda",-0.490790191136924,0.401188404296198,0.240875015361926,0,0.632688800460289,"RPKM","Testis"
"568","PTH1R","no.lambda",0.490173051471,0.401873169595792,0.240269617151651,0,0.632688800460289,"RPKM","Testis"
"418","MRPS9","no.lambda",0.489003979722588,0.403171081386629,0.239124887484376,0,0.633554556464702,"RPKM","Testis"
"353","L1TD1","no.lambda",0.487657731990192,0.404666904072753,0.237810056735074,0,0.63472753286967,"RPKM","Testis"
"3917","ANKRD40","no.lambda",-0.485009588341881,0.407613011801767,0.235234303024874,0,0.638166767090751,"RPKM","Testis"
"540","PODXL2","no.lambda",-0.483591127569318,0.409193127408698,0.233860374059888,0,0.638280992477287,"RPKM","Testis"
"847","ZXDC","no.lambda",-0.484204764367896,0.408509385596392,0.23445425035504,0,0.638280992477287,"RPKM","Testis"
"4217","ANO6","no.lambda",-0.481628122538251,0.411382162730538,0.231965649164864,0,0.640515977633761,"RPKM","Testis"
"7410","B3GALNT2","no.lambda",-0.480478876721277,0.41266500035672,0.230859946602316,0,0.640864390193166,"RPKM","Testis"
"187","DNAJC1","no.lambda",0.479394898676526,0.41387582223809,0.229819464351583,0,0.640864390193166,"RPKM","Testis"
"594","RNF113A","no.lambda",0.480008436828795,0.413190381546864,0.230408101544749,0,0.640864390193166,"RPKM","Testis"
"536","PLPP3","no.lambda",-0.47816297767999,0.415252883652458,0.228639834751752,0,0.641823343893488,"RPKM","Testis"
"655","SLC2A11","fix.lambda",-0.476400903181041,0.417224410046691,0.479090029521975,0.999933893038648,0.643695947740524,"RPKM","Testis"
"6813","ATP5PF","no.lambda",0.47300711722526,0.421027601199843,0.223735727487294,0,0.647921718901527,"RPKM","Testis"
"492","PATZ1","no.lambda",0.472591985347835,0.421493349604181,0.223343183253631,0,0.647921718901527,"RPKM","Testis"
"294","HELLS","no.lambda",0.470397166362381,0.423957750906555,0.22127349899446,0,0.649534542144763,"RPKM","Testis"
"563","PSMA3","fix.lambda",0.470291688229587,0.424076271317655,0.304616757710077,0.82910450790615,0.649534542144763,"RPKM","Testis"
"4416","ANXA1","no.lambda",0.468616769706604,0.425959242302369,0.219601676835399,0,0.651240935433405,"RPKM","Testis"
"2107","AANAT","no.lambda",0.464077598658709,0.431071757002986,0.215368010739916,0,0.653162393884668,"RPKM","Testis"
"1518","CORO2A","no.lambda",-0.464319376769914,0.430799088060313,0.21559248023155,0,0.653162393884668,"RPKM","Testis"
"175","DDX27","no.lambda",0.466380883556972,0.428475808215175,0.21751113099122,0,0.653162393884668,"RPKM","Testis"
"415","MRPL42","fix.lambda",0.465237088389377,0.42976447605802,0.674786809446273,0.999933893038648,0.653162393884668,"RPKM","Testis"
"447","NEURL1B","no.lambda",0.464479291990845,0.430618769637039,0.21574100580763,0,0.653162393884668,"RPKM","Testis"
"377","LSG1","no.lambda",0.459615358314233,0.436111009307694,0.211246274316149,0,0.65873927731075,"RPKM","Testis"
"6104","RYK","no.lambda",-0.459441302561275,0.436307833024003,0.211086312301891,0,0.65873927731075,"RPKM","Testis"
"1531","CRADD","no.lambda",0.458388979966645,0.437498266957107,0.210120461839857,0,0.659251870980441,"RPKM","Testis"
"157","CRNKL1","no.lambda",0.456713549319601,0.439395105189624,0.208587262075921,0,0.659251870980441,"RPKM","Testis"
"163","CSNK1A1","no.lambda",0.457349969208182,0.438674366237172,0.209168993517313,0,0.659251870980441,"RPKM","Testis"
"172","DCP2","free.lambda",-0.00270404563683648,0.442095705687001,0.995300781185756,0,0.659251870980441,"RPKM","Testis"
"345","KIAA1191","fix.lambda",0.455676644272512,0.440569945788618,0.426078338921117,0.924320520840486,0.659251870980441,"RPKM","Testis"
"460","NOX5","no.lambda",-0.45551761272145,0.440750191008174,0.207496298144602,0,0.659251870980441,"RPKM","Testis"
"526","PLAGL1","no.lambda",0.454926207908131,0.441420653348542,0.206957851092742,0,0.659251870980441,"RPKM","Testis"
"194","DYRK4","no.lambda",0.452597124275124,0.444063265483993,0.204844150054247,0,0.660348033370425,"RPKM","Testis"
"614","SAE1","no.lambda",0.452309307707662,0.444390057876201,0.204583712384404,0,0.660348033370425,"RPKM","Testis"
"1422","CNNM3","no.lambda",-0.445209780805847,0.452468117373532,0.198211747741786,0,0.669213132355055,"RPKM","Testis"
"168","DAZAP2","no.lambda",0.444983383373249,0.452726239479866,0.198010216582083,0,0.669213132355055,"RPKM","Testis"
"329","IVD","no.lambda",-0.445107624147262,0.452584595888827,0.198120790264761,0,0.669213132355055,"RPKM","Testis"
"2817","AIG1","no.lambda",0.443084219568483,0.454892876110601,0.196323627742008,0,0.671104615955203,"RPKM","Testis"
"892","BMPR1A","no.lambda",-0.442174968473644,0.455930988595767,0.195518702787372,0,0.671104615955203,"RPKM","Testis"
"650","SLC22A16","fix.lambda",-0.441779361684571,0.456382832101768,0.0618813731415458,0.976090175452527,0.671104615955203,"RPKM","Testis"
"409","MRM2","no.lambda",0.438911159418346,0.459661613138825,0.192643002450185,0,0.673587173578866,"RPKM","Testis"
"419","MSH3","no.lambda",-0.439523294799951,0.458961423388911,0.193180720344184,0,0.673587173578866,"RPKM","Testis"
"565","PSMF1","no.lambda",-0.436946955727677,0.461909947026674,0.19092263882589,0,0.675712824061473,"RPKM","Testis"
"4317","MYL3","no.lambda",0.431852541650265,0.467752372107401,0.186496618449798,0,0.680732404080702,"RPKM","Testis"
"489","PARP9","no.lambda",0.432148644154891,0.46741235575911,0.186752452580447,0,0.680732404080702,"RPKM","Testis"
"675","SNAPC1","no.lambda",-0.432954452996949,0.466487315239272,0.187449560776669,0,0.680732404080702,"RPKM","Testis"
"2917","AJUBA","no.lambda",-0.429843554504349,0.470060702284435,0.184765482501416,0,0.680765906610226,"RPKM","Testis"
"228","FAM53A","free.lambda",0.0235616951592541,0.471540964705841,0.693300705617908,1,0.680765906610226,"RPKM","Testis"
"299","HMGCS1","no.lambda",-0.42833635108232,0.471794081676744,0.183472036527826,0,0.680765906610226,"RPKM","Testis"
"709","TAF5","no.lambda",-0.430967425311663,0.468769080124946,0.185732915096124,0,0.680765906610226,"RPKM","Testis"
"836","ZNF567","fix.lambda",0.428439193661169,0.471675763785439,0.5706223700665,0.965397095325161,0.680765906610226,"RPKM","Testis"
"5106","PFKM","fix.lambda",-0.426285684719498,0.474154684383174,0.561355142790893,0.92341725570922,0.683008533456715,"RPKM","Testis"
"476","ORMDL1","no.lambda",-0.422346180263441,0.478696685702719,0.178376300791716,0,0.688380463141261,"RPKM","Testis"
"919","BPIFC","no.lambda",-0.417536175434207,0.484254790247304,0.174336457897962,0,0.694064345775655,"RPKM","Testis"
"185","DMGDH","no.lambda",-0.415571629806294,0.486528784674302,0.17269977833279,0,0.694064345775655,"RPKM","Testis"
"220","EXTL2","no.lambda",-0.415973638044344,0.486063276402222,0.173034062244234,0,0.694064345775655,"RPKM","Testis"
"312","IGFBP4","no.lambda",-0.416549979904695,0.485396041406644,0.173513888978702,0,0.694064345775655,"RPKM","Testis"
"838","ZNF671","no.lambda",-0.415383700625626,0.486746424310199,0.1725436241979,0,0.694064345775655,"RPKM","Testis"
"6912","ATP7B","free.lambda",-0.361436823793289,0.491798930832952,0.999483955035291,0,0.698915594656896,"RPKM","Testis"
"448","NF2","no.lambda",-0.411064479194913,0.491754357768902,0.168973996747164,0,0.698915594656896,"RPKM","Testis"
"525","PKP2","no.lambda",-0.407915647097882,0.49541201212646,0.166395173694638,0,0.702759252108856,"RPKM","Testis"
"8011","VARS2","fix.lambda",-0.407269753074008,0.49616296666009,0.381200478557518,0.787119487027435,0.702759252108856,"RPKM","Testis"
"638","SH3TC2","no.lambda",-0.406311381568893,0.497277696219665,0.165088932958063,0,0.703162284971714,"RPKM","Testis"
"1419","CNIH1","no.lambda",0.4047559689739,0.499087939616133,0.163827397167473,0,0.703373518893285,"RPKM","Testis"
"303","HSCB","free.lambda",0.733332549867623,0.498787885830724,0.989987464914133,0,0.703373518893285,"RPKM","Testis"
"8410","BDP1","free.lambda",0.419291410991983,0.506150575236366,0.545723960830546,0,0.710961089925708,"RPKM","Testis"
"656","SLC35C2","no.lambda",-0.398953428286116,0.50585316664594,0.159163839787245,0,0.710961089925708,"RPKM","Testis"
"1022","CCBE1","no.lambda",-0.395567949629912,0.509808953877945,0.156474007442432,0,0.712554758968019,"RPKM","Testis"
"314","IGSF1","no.lambda",-0.396879949503851,0.508275202391135,0.157513688560579,0,0.712554758968019,"RPKM","Testis"
"359","LARP6","no.lambda",0.395643269002833,0.509720884308221,0.156533596515644,0,0.712554758968019,"RPKM","Testis"
"487","PARP16","fix.lambda",-0.392784812624282,0.513065632377751,0.694762238740742,0.999933893038648,0.715925190484276,"RPKM","Testis"
"384","MANBAL","no.lambda",0.389278080658245,0.517175053101301,0.151537421972342,0,0.717530463094758,"RPKM","Testis"
"698","STARD13","no.lambda",-0.389131339545285,0.51734715543884,0.151423198918129,0,0.717530463094758,"RPKM","Testis"
"724","TERT","no.lambda",0.388911838248587,0.517604619776738,0.151252416471156,0,0.717530463094758,"RPKM","Testis"
"826","ZNF18","fix.lambda",-0.390634365966297,0.515584874744614,0.460630100968967,0.865144791987985,0.717530463094758,"RPKM","Testis"
"330","JAK2","no.lambda",0.386984241068678,0.519866697778994,0.149756799606018,0,0.717548360996472,"RPKM","Testis"
"374","LRRC4","no.lambda",0.386735255775726,0.52015902438233,0.149564160001833,0,0.717548360996472,"RPKM","Testis"
"470","OAF","no.lambda",-0.387262835773537,0.519539629041629,0.14997250671088,0,0.717548360996472,"RPKM","Testis"
"922","BRCA1","no.lambda",0.380252086741221,0.527782522905135,0.144591645204504,0,0.720518316742485,"RPKM","Testis"
"264","GCAT","no.lambda",0.379224459699788,0.528992923297254,0.143811190902935,0,0.720518316742485,"RPKM","Testis"
"333","JARID2","no.lambda",0.378564160078215,0.529770960501643,0.143310822253536,0,0.720518316742485,"RPKM","Testis"
"352","KLK5","free.lambda",-0.350386644935827,0.530818689075927,0.781883122198964,1,0.720518316742485,"RPKM","Testis"
"5417","POLE4","no.lambda",-0.37774749739027,0.530733556749021,0.142693168754768,0,0.720518316742485,"RPKM","Testis"
"664","SLC52A3","free.lambda",0.198963129023363,0.530272232910034,0.972919556048336,0,0.720518316742485,"RPKM","Testis"
"690","SRP14","no.lambda",-0.378898807244282,0.529376610564785,0.143564308001237,0,0.720518316742485,"RPKM","Testis"
"730","TFAP2E","no.lambda",-0.379870652165286,0.528231730107256,0.144301712793297,0,0.720518316742485,"RPKM","Testis"
"785","UBA7","no.lambda",0.383052041482116,0.524487356472679,0.146728865226841,0,0.720518316742485,"RPKM","Testis"
"798","USP42","free.lambda",0.395327011159007,0.523889292321606,0.886768353560886,0,0.720518316742485,"RPKM","Testis"
"554","PPP2R2B","fix.lambda",0.375632682958365,0.533227873050401,0.499684203668918,0.999933893038648,0.722191691261392,"RPKM","Testis"
"6712","SLCO3A1","free.lambda",-0.592046583498054,0.533756787166035,0.985768418329388,1,0.722191691261392,"RPKM","Testis"
"8211","ZFP28","free.lambda",-0.799585505745437,0.534822781349729,0.921451593044398,1,0.722479897612792,"RPKM","Testis"
"5915","ASB15","fix.lambda",0.372860125164869,0.536501481376284,0.674777261575004,0.999933893038648,0.723593558480433,"RPKM","Testis"
"3716","LRIG1","free.lambda",-0.223658462877688,0.542985636463988,0.999756181189257,0,0.731174616987278,"RPKM","Testis"
"199","EIF2B3","no.lambda",0.362331301265309,0.54896850660935,0.131283974653162,0,0.733572731608216,"RPKM","Testis"
"497","PDE8A","free.lambda",0.345668850964667,0.549963027829064,0.927099750170989,1,0.733572731608216,"RPKM","Testis"
"508","PFDN5","no.lambda",-0.362394536220075,0.548893462481874,0.131329804368101,0,0.733572731608216,"RPKM","Testis"
"538","PMP22","no.lambda",0.361958239194253,0.549411262394083,0.13101376948375,0,0.733572731608216,"RPKM","Testis"
"547","PPIP5K2","fix.lambda",0.364367383753129,0.546553273959453,0.307830832900677,0.999933893038648,0.733572731608216,"RPKM","Testis"
"642","SIPA1L3","no.lambda",0.361568397278221,0.54987400825554,0.13073170704286,0,0.733572731608216,"RPKM","Testis"
"5517","ARHGDIA","no.lambda",-0.358659118212344,0.553329691162124,0.128636366200471,0,0.736902906311823,"RPKM","Testis"
"519","PIGL","no.lambda",0.357649743129577,0.554529620890301,0.127913336409222,0,0.737341583821169,"RPKM","Testis"
"297","HIF1A","no.lambda",-0.35600629877196,0.556484359022336,0.126740488981471,0,0.738780959391722,"RPKM","Testis"
"440","NCKAP1","free.lambda",-0.0349343187777692,0.558290375702759,0.856095661374139,0,0.739725835424476,"RPKM","Testis"
"454","NKX6-1","no.lambda",-0.353940966638804,0.558942780013772,0.125274204718053,0,0.739725835424476,"RPKM","Testis"
"1452","CNTRL","no.lambda",-0.351782252282479,0.56151454182631,0.123750748895065,0,0.74061793946306,"RPKM","Testis"
"252","FRMD3","free.lambda",-0.360437447145507,0.560506521267113,0.892158743549003,1,0.74061793946306,"RPKM","Testis"
"386","MAP2","free.lambda",-0.46688037341212,0.562240065023315,0.997550081906085,0,0.74061793946306,"RPKM","Testis"
"1492","COL6A3","no.lambda",-0.348763180857042,0.565115005031654,0.121635758115648,0,0.743249082704675,"RPKM","Testis"
"546","PPIL3","fix.lambda",0.347565811846548,0.566544165402652,0.602861088449248,0.999933893038648,0.743973500924102,"RPKM","Testis"
"222","FAM118B","free.lambda",0.429899835446816,0.568908753647491,0.814459606839725,1,0.745123574310806,"RPKM","Testis"
"774","TTC21B","free.lambda",-0.581522018786106,0.569179400919824,0.635606196304074,0,0.745123574310806,"RPKM","Testis"
"3416","KDM2B","no.lambda",-0.34286288556075,0.572163997693975,0.117554953575458,0,0.747874855010489,"RPKM","Testis"
"477","OSBP","no.lambda",-0.33669989008201,0.579544091897574,0.113366811698173,0,0.756047696188924,"RPKM","Testis"
"767","TRIP11","no.lambda",0.33615126727284,0.580201891998584,0.112997676365135,0,0.756047696188924,"RPKM","Testis"
"550","PPP1R1A","no.lambda",0.329532121413663,0.58814910698733,0.108591419262852,0,0.765226257478139,"RPKM","Testis"
"6214","ASH2L","no.lambda",0.328093510652028,0.589878948305177,0.107645353779659,0,0.766299799408719,"RPKM","Testis"
"234","FBLN5","no.lambda",-0.324698512453035,0.59396485556061,0.105429125149274,0,0.770426083705722,"RPKM","Testis"
"3717","ALLC","free.lambda",0.453025416908099,0.59575400315263,0.8524045453795,1,0.770548496527558,"RPKM","Testis"
"3617","LETMD1","no.lambda",-0.319241896035063,0.600542475770989,0.101915383732559,0,0.770548496527558,"RPKM","Testis"
"537","PML","no.lambda",0.319221624122187,0.6005669257846,0.101902446395937,0,0.770548496527558,"RPKM","Testis"
"559","PRKD1","no.lambda",-0.32065773320123,0.59883452366552,0.102821383901614,0,0.770548496527558,"RPKM","Testis"
"560","PRPF40A","no.lambda",-0.320723836769485,0.59875479252426,0.102863787237412,0,0.770548496527558,"RPKM","Testis"
"7104","TAF5L","fix.lambda",-0.322519151606153,0.596590379254604,0.0546265891837404,0.340840862685512,0.770548496527558,"RPKM","Testis"
"716","TBC1D2","no.lambda",-0.322014177280663,0.597199047016871,0.10369312905742,0,0.770548496527558,"RPKM","Testis"
"758","TOR3A","no.lambda",-0.318583379926616,0.601337138376288,0.101495368577681,0,0.770548496527558,"RPKM","Testis"
"4117","ANO3","no.lambda",-0.314045502270153,0.60681826901232,0.0986245781935824,0,0.77553020219361,"RPKM","Testis"
"1092","CCDC77","no.lambda",-0.313091457257015,0.607971728756265,0.0980262633519569,0,0.77553020219361,"RPKM","Testis"
"822","ZFP41","no.lambda",0.313541404186329,0.607427684723899,0.0983082146462244,0,0.77553020219361,"RPKM","Testis"
"219","EXOSC3","no.lambda",-0.308089643012031,0.614025275718858,0.0949192261429359,0,0.782074298547177,"RPKM","Testis"
"186","DNAJB5","no.lambda",0.305679806688007,0.616945511787482,0.0934401454742037,0,0.782256371300342,"RPKM","Testis"
"282","GRIN2A","fix.lambda",-0.305752193846851,0.616857756671535,0.243820905139523,0.684773401941655,0.782256371300342,"RPKM","Testis"
"305","HSPA8","free.lambda",0.384348079076258,0.617541794418488,0.995238587526921,0,0.782256371300342,"RPKM","Testis"
"612","S100PBP","free.lambda",-0.154120100880576,0.617862470365914,0.997087589631752,0,0.782256371300342,"RPKM","Testis"
"247","FGD4","fix.lambda",-0.299100763545949,0.624930019549505,0.585435947041592,0.989714428662785,0.788864828622979,"RPKM","Testis"
"5017","PDS5B","free.lambda",-0.393085158221396,0.624944864233788,0.999762532303352,0,0.788864828622979,"RPKM","Testis"
"553","PPP2R1B","fix.lambda",0.297991928880454,0.626277458689387,0.371722272907588,0.991976558243196,0.789370546889748,"RPKM","Testis"
"3417","ALDH1A1","no.lambda",-0.296085388478588,0.628595374293477,0.087666559245543,0,0.789941071256046,"RPKM","Testis"
"677","SNX8","free.lambda",-0.141835197184209,0.628552268941275,0.778369785617665,0,0.789941071256046,"RPKM","Testis"
"420","MTF1","free.lambda",0.480952039144934,0.629619342058963,0.971250953975664,0,0.790055678109543,"RPKM","Testis"
"1392","CLPSL1","no.lambda",0.292568453855446,0.632874925864603,0.0855963004749554,0,0.791794774309186,"RPKM","Testis"
"200","EIF3B","no.lambda",0.292605239159546,0.632830138822325,0.0856178263407044,0,0.791794774309186,"RPKM","Testis"
"509","PFKFB3","no.lambda",-0.290897039322159,0.634910452718835,0.0846210929439667,0,0.792248897584862,"RPKM","Testis"
"823","ZFPM2","fix.lambda",-0.290734372332429,0.635108620377947,0.639720097486007,0.999933893038648,0.792248897584862,"RPKM","Testis"
"579","RBM38","no.lambda",-0.289842478866683,0.636195320078021,0.0840086629611095,0,0.792437406038358,"RPKM","Testis"
"313","IGFBP7","no.lambda",-0.287490301141352,0.639062711177287,0.0826506740107807,0,0.794005160656436,"RPKM","Testis"
"323","IRAK4","no.lambda",-0.287272074514275,0.639328830658429,0.0825252523137701,0,0.794005160656436,"RPKM","Testis"
