organ,measure,gene,model,correlation,pval,r2,lambda,fdr
heart,rpkm,SUPT3H,no.lambda,-0.972724754,0.005385203,0.946193447,0,0.018910827
heart,rpkm,RBBP9,no.lambda,0.954361429,0.011623484,0.910805735,0,0.039889683
heart,rpkm,LRRC4,free.lambda,-0.206812494,0.015309773,0.999814406,0,0.051372795
heart,rpkm,BLOC1S6,free.lambda,0.620348082,0.016520965,0.999927304,0,0.054231862
heart,rpkm,RBP4,no.lambda,0.922015839,0.025834316,0.850113203,0,0.082999612
heart,rpkm,MAOB,no.lambda,-0.881908228,0.047842827,0.777762123,0,0.150505559
heart,rpkm,TMOD1,free.lambda,0.924233516,0.049097918,0.964176345,1,0.151301749
heart,rpkm,ANP32B,no.lambda,0.8563695,0.063917341,0.733368722,0,0.19303037
heart,rpkm,EPHB6,no.lambda,-0.847661039,0.069721831,0.718529236,0,0.206431303
heart,rpkm,ADCYAP1R1,no.lambda,0.804760665,0.100470504,0.647639725,0,0.2809453
heart,rpkm,RC3H1,no.lambda,0.807275103,0.098575579,0.651693091,0,0.2809453
heart,rpkm,SPATA25,free.lambda,-0.745741002,0.098615884,0.882158575,0,0.2809453
heart,rpkm,ZDHHC2,no.lambda,0.793535846,0.109061496,0.629699135,0,0.299423381
heart,rpkm,DPP4,no.lambda,0.790403647,0.111496426,0.624737926,0,0.300642148
heart,rpkm,CLMP,fix.lambda,0.734532134,0.118803464,0.429376816,0.740680218,0.314724965
heart,rpkm,DCLK3,free.lambda,-0.387471709,0.121383651,0.996744662,0,0.316016056
heart,rpkm,AAK1,no.lambda,-0.77242342,0.125780783,0.59663794,0,0.316548305
heart,rpkm,ALDH3A1,fix.lambda,-0.875819294,0.124375876,0.844948871,0.999933893,0.316548305
heart,rpkm,MYL3,no.lambda,0.754714804,0.140339079,0.56959443,0,0.347396736
heart,rpkm,RERG,free.lambda,0.40780616,0.156136823,0.997567772,0,0.380268714
heart,rpkm,HECW2,no.lambda,-0.726003431,0.164908616,0.527080975,0,0.39525716
heart,rpkm,KCNS3,no.lambda,-0.715442437,0.174229974,0.511857878,0,0.411073844
heart,rpkm,FRMD6,no.lambda,-0.708682872,0.180272718,0.502231412,0,0.418787391
heart,rpkm,RPS29,free.lambda,-0.846836075,0.189550021,0.785682481,1,0.433667472
heart,rpkm,ZNF366,no.lambda,0.678189868,0.208242732,0.459941491,0,0.469323172
heart,rpkm,LANCL2,no.lambda,0.668045604,0.217794487,0.446284929,0,0.483631876
heart,rpkm,SLC7A2,fix.lambda,-0.631663551,0.237742258,0.305953562,0.305191581,0.520276537
heart,rpkm,CELSR2,no.lambda,0.627438836,0.257176229,0.393679485,0,0.53954237
heart,rpkm,GCC2,fix.lambda,-0.596086412,0.260791466,0.321333576,0.711801314,0.53954237
heart,rpkm,PPARGC1B,no.lambda,0.627479521,0.257135889,0.393730548,0,0.53954237
heart,rpkm,SLC5A1,no.lambda,0.623752044,0.260838364,0.38906661,0,0.53954237
heart,rpkm,ANGPT2,no.lambda,0.612957183,0.271639977,0.375716502,0,0.554292386
heart,rpkm,CA8,free.lambda,-0.127485303,0.284823655,0.936836163,0,0.573444959
heart,rpkm,DYRK4,no.lambda,0.593577174,0.291318803,0.352333863,0,0.578804464
heart,rpkm,PTPRB,no.lambda,0.576478872,0.308974258,0.332327883,0,0.598142473
heart,rpkm,TMCC2,free.lambda,-0.363743875,0.307098451,0.93763796,0,0.598142473
heart,rpkm,TMCC3,free.lambda,-0.225352079,0.327391934,0.87866337,0,0.625774457
heart,rpkm,BGN,no.lambda,0.54856054,0.338361665,0.300918668,0,0.638657643
heart,rpkm,MAPK10,no.lambda,-0.536223195,0.351558522,0.287535318,0,0.647382156
heart,rpkm,SEMA3C,free.lambda,0.28954306,0.349566258,0.991226732,0,0.647382156
heart,rpkm,DGAT2,free.lambda,-0.527008795,0.370282762,0.86775413,1,0.67047372
heart,rpkm,MCOLN3,no.lambda,-0.516436859,0.372978758,0.266707025,0,0.67047372
heart,rpkm,SMYD2,no.lambda,-0.502063187,0.388728794,0.252067446,0,0.69056527
heart,rpkm,SLC35E4,free.lambda,-0.302037002,0.416461533,0.970936719,0,0.719922774
heart,rpkm,SLFN5,no.lambda,-0.474318001,0.419557643,0.224977559,0,0.719922774
heart,rpkm,XPO4,no.lambda,-0.478897386,0.41443182,0.229342707,0,0.719922774
heart,rpkm,ATP5PF,no.lambda,0.455741782,0.440496121,0.207700572,0,0.747358588
heart,rpkm,PARP14,no.lambda,0.450743467,0.446168947,0.203169673,0,0.748572344
heart,rpkm,ZC3HAV1L,no.lambda,-0.440666999,0.457653816,0.1941874,0,0.759403585
heart,rpkm,DSC2,no.lambda,-0.424022795,0.47676253,0.179795332,0,0.782512413
heart,rpkm,EPB41L4A,no.lambda,-0.391893931,0.514109011,0.153580852,0,0.789826021
heart,rpkm,FBXO40,no.lambda,0.406538103,0.497013933,0.16527323,0,0.789826021
heart,rpkm,GUCY1A2,no.lambda,-0.40926891,0.493839375,0.16750104,0,0.789826021
heart,rpkm,LNX1,no.lambda,-0.406363245,0.497217349,0.165131088,0,0.789826021
heart,rpkm,LPAR3,no.lambda,0.38426292,0.52306359,0.147657996,0,0.789826021
heart,rpkm,LRRC17,no.lambda,0.391606869,0.51444529,0.153355943,0,0.789826021
heart,rpkm,OXCT1,no.lambda,-0.400204794,0.504392606,0.160163876,0,0.789826021
heart,rpkm,UMODL1,no.lambda,-0.385767599,0.521295473,0.148816639,0,0.789826021
heart,rpkm,CCDC88C,no.lambda,0.339957514,0.575640947,0.115571114,0,0.804271971
heart,rpkm,DGKG,no.lambda,0.360306169,0.551372789,0.129820538,0,0.804271971
heart,rpkm,GALC,no.lambda,0.359800309,0.551973673,0.129456265,0,0.804271971
heart,rpkm,IL17B,no.lambda,-0.357151563,0.555122035,0.127557233,0,0.804271971
heart,rpkm,KLHL31,no.lambda,-0.337074268,0.579095273,0.113619063,0,0.804271971
heart,rpkm,LTBP2,no.lambda,0.344094542,0.570691199,0.118401057,0,0.804271971
heart,rpkm,PRRG3,no.lambda,-0.335846666,0.580567184,0.11279298,0,0.804271971
heart,rpkm,SLC8A1,free.lambda,0.307050733,0.557148769,0.452779751,0,0.804271971
heart,rpkm,SNX8,no.lambda,-0.341714852,0.573537425,0.116769035,0,0.804271971
heart,rpkm,ARSI,fix.lambda,-0.324806994,0.615321922,0.66996842,0.999933893,0.820641827
heart,rpkm,BMP7,fix.lambda,-0.178093215,0.613453659,0.42103976,0.792705024,0.820641827
heart,rpkm,PDGFRL,free.lambda,0.600141722,0.608009942,0.592837404,0,0.820641827
heart,rpkm,TNNT2,no.lambda,0.303526089,0.619557406,0.092128084,0,0.820641827
heart,rpkm,ZNF23,no.lambda,0.306407946,0.616062911,0.093885825,0,0.820641827
heart,rpkm,SLC7A10,free.lambda,-0.073765299,0.655016145,0.998689832,1,0.853530974
heart,rpkm,SYNPR,no.lambda,-0.273881985,0.655692669,0.075011342,0,0.853530974
heart,rpkm,CCBE1,no.lambda,-0.262379651,0.669801528,0.068843084,0,0.85689918
heart,rpkm,CCDC42,no.lambda,-0.25754823,0.675741589,0.066331088,0,0.85689918
heart,rpkm,CDK1,no.lambda,-0.253293258,0.680979481,0.064157472,0,0.85689918
heart,rpkm,SLC26A9,no.lambda,-0.261974986,0.670298746,0.068630894,0,0.85689918
heart,rpkm,XDH,no.lambda,-0.248121696,0.687353809,0.061564377,0,0.857772109
heart,rpkm,NEURL1B,no.lambda,0.240999368,0.696146852,0.058080694,0,0.861624382
heart,rpkm,BST1,fix.lambda,-0.107354118,0.723393553,0.235748493,0.999933893,0.880906666
heart,rpkm,CARTPT,no.lambda,-0.221118664,0.720774325,0.048893462,0,0.880906666
heart,rpkm,GRIN2A,no.lambda,-0.207179178,0.73811072,0.042923214,0,0.89163775
heart,rpkm,BAG5,no.lambda,-0.196399847,0.751553006,0.038572897,0,0.900670666
heart,rpkm,ALDH5A1,no.lambda,0.14720207,0.813255578,0.021668451,0,0.95938744
heart,rpkm,FBXL17,no.lambda,0.149990353,0.809744839,0.022497108,0,0.95938744
heart,rpkm,FBLN5,no.lambda,-0.12443702,0.841971721,0.01548457,0,0.970517021
heart,rpkm,GHITM,no.lambda,-0.128892632,0.836344341,0.016613312,0,0.970517021
heart,rpkm,HSDL2,no.lambda,0.128668114,0.836627826,0.016555485,0,0.970517021
heart,rpkm,CCDC80,no.lambda,0.078675875,0.899930214,0.006189892,0,0.972505797
heart,rpkm,CHDH,no.lambda,0.096575678,0.877227435,0.009326862,0,0.972505797
heart,rpkm,CSF3,free.lambda,0.181865376,0.8675341,0.989900858,1,0.972505797
heart,rpkm,DNALI1,no.lambda,-0.085154737,0.891708795,0.00725133,0,0.972505797
heart,rpkm,IVD,no.lambda,0.083407918,0.893925013,0.00695688,0,0.972505797
heart,rpkm,PDPN,free.lambda,0.384167678,0.901661004,0.810170855,0,0.972505797
heart,rpkm,PFKM,no.lambda,0.07950407,0.898879015,0.006320897,0,0.972505797
heart,rpkm,PKP2,no.lambda,-0.113122699,0.856275481,0.012796746,0,0.972505797
heart,rpkm,SIGLEC1,free.lambda,-0.406557725,0.8593318,0.791952314,0,0.972505797
heart,rpkm,CLIP4,no.lambda,-0.035836689,0.954381072,0.001284269,0,0.977357453
heart,rpkm,CTHRC1,no.lambda,0.047377232,0.939700003,0.002244603,0,0.977357453
heart,rpkm,FGD2,free.lambda,0.429061582,0.91966582,0.695272675,0,0.977357453
heart,rpkm,GALNT15,free.lambda,-0.147865051,0.974748261,0.541099817,0,0.977357453
heart,rpkm,GPSM1,no.lambda,-0.026645043,0.966078492,0.000709958,0,0.977357453
heart,rpkm,MTMR11,no.lambda,-0.021746357,0.972313868,0.000472904,0,0.977357453
heart,rpkm,PHACTR2,no.lambda,0.017784355,0.977357453,0.000316283,0,0.977357453
heart,rpkm,PLCL1,no.lambda,0.027832527,0.96456711,0.000774649,0,0.977357453
heart,rpkm,PPP1R1A,free.lambda,0.368845963,0.970565456,0.757910559,0,0.977357453
heart,rpkm,TRIM63,free.lambda,-0.098240401,0.944184884,0.997365418,0,0.977357453
heart,rpkm,TXLNB,no.lambda,0.052411864,0.933297715,0.002747003,0,0.977357453
heart,sex-bias,PDGFRL,free.lambda,0.839917702,2.31E-20,0.998795638,1,3.49E-18
heart,sex-bias,MMRN1,free.lambda,-0.781536968,6.07E-20,0.998873718,1,4.58E-18
heart,sex-bias,MYL3,free.lambda,0.911905962,2.53E-19,0.99924481,1,1.27E-17
heart,sex-bias,MAPK10,free.lambda,0.389633775,2.22E-18,0.996543779,1,8.38E-17
heart,sex-bias,EPHX1,free.lambda,0.977113471,2.07E-10,0.999999046,0,6.25E-09
heart,sex-bias,AAK1,free.lambda,-0.995612135,1.00E-09,0.999997694,0,2.53E-08
heart,sex-bias,GALC,free.lambda,0.968880514,5.32E-09,0.999993999,0,1.15E-07
heart,sex-bias,EPHB6,free.lambda,-0.94695741,8.65E-09,0.999993383,0,1.45E-07
heart,sex-bias,TNNT2,free.lambda,0.889849563,7.84E-09,0.999990932,0,1.45E-07
heart,sex-bias,TAGLN,free.lambda,-0.8591841,1.93E-08,0.999986613,0,2.91E-07
heart,sex-bias,LMOD1,free.lambda,-0.87809646,3.95E-08,0.999964301,0,5.42E-07
heart,sex-bias,ESRRG,free.lambda,0.368362363,8.61E-08,0.999991415,0,9.42E-07
heart,sex-bias,FRMD6,free.lambda,-0.583394059,7.55E-08,0.999995105,0,9.42E-07
heart,sex-bias,NEURL1B,free.lambda,0.327336769,8.74E-08,0.999965266,0,9.42E-07
heart,sex-bias,BBX,free.lambda,-0.878312656,1.21E-07,0.999968252,0,1.22E-06
heart,sex-bias,IL33,free.lambda,-0.633424373,1.46E-07,0.999964313,0,1.38E-06
heart,sex-bias,HECW2,free.lambda,-0.809760993,2.22E-07,0.999973643,0,1.97E-06
heart,sex-bias,DGKG,free.lambda,-0.50546147,3.32E-07,0.999983942,0,2.78E-06
heart,sex-bias,PLCL1,free.lambda,0.664690727,5.12E-07,0.999930297,0,4.07E-06
heart,sex-bias,ADAM23,free.lambda,0.363474899,7.26E-07,0.999969839,0,5.22E-06
heart,sex-bias,GCC2,free.lambda,-0.216324092,6.93E-07,0.999926058,1,5.22E-06
heart,sex-bias,PDE1C,free.lambda,0.126924478,9.01E-07,0.999794793,0,6.18E-06
heart,sex-bias,LANCL2,free.lambda,-0.040254036,1.20E-06,0.999904782,0,7.53E-06
heart,sex-bias,SLC19A2,free.lambda,-0.313473818,1.17E-06,0.999923925,0,7.53E-06
heart,sex-bias,FASN,free.lambda,0.776860277,1.28E-06,0.999917199,0,7.73E-06
heart,sex-bias,IL16,free.lambda,0.568768339,1.43E-06,0.99983485,1,8.29E-06
heart,sex-bias,DPH6,free.lambda,0.557943341,1.60E-06,0.999955816,1,8.97E-06
heart,sex-bias,ALDH3A1,free.lambda,-0.515047102,1.67E-06,0.999953588,0,9.02E-06
heart,sex-bias,XDH,free.lambda,0.26238798,1.92E-06,0.999959726,0,9.99E-06
heart,sex-bias,ATP5PF,free.lambda,0.311696128,2.04E-06,0.999943371,0,1.02E-05
heart,sex-bias,PRRG3,free.lambda,-0.795587713,2.83E-06,0.999927534,0,1.38E-05
heart,sex-bias,ASB15,free.lambda,0.158038637,6.29E-06,0.999941407,0,2.97E-05
heart,sex-bias,CDK1,free.lambda,-0.438630489,7.22E-06,0.999975996,0,3.30E-05
heart,sex-bias,CARTPT,free.lambda,-0.042544684,8.01E-06,0.999990417,0,3.56E-05
heart,sex-bias,CSF3,free.lambda,-0.478640937,1.12E-05,0.999928938,0,4.85E-05
heart,sex-bias,IFIT3,free.lambda,0.151287082,1.72E-05,0.999971806,0,7.22E-05
heart,sex-bias,CCBE1,free.lambda,-0.83610851,3.70E-05,0.999895327,1,0.00015087
heart,sex-bias,PARP9,free.lambda,0.010629051,6.53E-05,0.999989307,0,0.000259476
heart,sex-bias,RBP4,free.lambda,0.132466967,0.001353221,0.999921464,1,0.005239394
heart,sex-bias,ZDHHC2,free.lambda,-0.990401041,0.006038614,0.97476724,1,0.022795767
heart,sex-bias,SV2A,no.lambda,0.969203593,0.006457546,0.939355603,0,0.02378267
heart,sex-bias,SLC7A10,free.lambda,-0.982692274,0.009113543,0.999648279,1,0.032765356
heart,sex-bias,LNX1,fix.lambda,-0.940279139,0.009497297,0.868726302,0.999933893,0.033350974
heart,sex-bias,LRRC4,free.lambda,-0.425443802,0.022882409,0.999955402,0,0.078528268
heart,sex-bias,ADGRG3,no.lambda,-0.91750932,0.02808621,0.841823353,0,0.092196037
heart,sex-bias,DGAT2,no.lambda,-0.918304581,0.027684432,0.843283304,0,0.092196037
heart,sex-bias,ST14,fix.lambda,0.962204816,0.031865127,0.774210737,0.999933893,0.102375195
heart,sex-bias,MAOB,free.lambda,-0.668720294,0.058677943,0.692464143,1,0.180823864
heart,sex-bias,PDPN,free.lambda,0.938378759,0.058358768,0.976062403,0,0.180823864
heart,sex-bias,TMOD1,no.lambda,0.815982588,0.092099189,0.665827587,0,0.278139549
heart,sex-bias,XPO4,no.lambda,-0.811216027,0.095627819,0.658071444,0,0.283133347
heart,sex-bias,SLC9A3,no.lambda,0.807621778,0.098315182,0.65225293,0,0.285492164
heart,sex-bias,ANP32B,fix.lambda,-0.93365455,0.100530491,0.536419043,0.999933893,0.28641706
heart,sex-bias,ZNF366,no.lambda,0.786286154,0.114721808,0.618245911,0,0.320796168
heart,sex-bias,PPARGC1B,no.lambda,0.755078,0.140035792,0.570142784,0,0.3844619
heart,sex-bias,CHADL,no.lambda,-0.748337701,0.145695544,0.560009308,0,0.392857628
heart,sex-bias,PHACTR2,free.lambda,0.834068032,0.172738096,0.930021397,1,0.457604429
heart,sex-bias,RC3H1,fix.lambda,0.791591804,0.177338948,0.792047493,0.999933893,0.461692779
heart,sex-bias,MAPK7,no.lambda,0.706910357,0.181866981,0.499722254,0,0.465456173
heart,sex-bias,SLC27A3,no.lambda,0.692681382,0.194808236,0.479807498,0,0.479395349
heart,sex-bias,SLC5A1,free.lambda,0.384929848,0.196837825,0.970884004,0,0.479395349
heart,sex-bias,SLC8A1,no.lambda,0.692960839,0.194551654,0.480194725,0,0.479395349
heart,sex-bias,SLC7A2,free.lambda,-0.625700539,0.202428229,0.956113375,0,0.48518512
heart,sex-bias,CPNE4,no.lambda,0.674579711,0.21162834,0.455057781,0,0.499310614
heart,sex-bias,CLMP,no.lambda,0.666615343,0.219150748,0.444376012,0,0.508126982
heart,sex-bias,LRRC17,no.lambda,0.663518595,0.222095237,0.440256926,0,0.508126982
heart,sex-bias,ADCYAP1R1,free.lambda,0.716611321,0.226654727,0.723688568,0,0.510818862
heart,sex-bias,MTMR11,no.lambda,0.636576238,0.248160323,0.405229304,0,0.551061893
heart,sex-bias,CA8,free.lambda,-0.165869701,0.259482661,0.76955278,1,0.563677384
heart,sex-bias,KCNS3,no.lambda,-0.623280859,0.261307396,0.388479027,0,0.563677384
heart,sex-bias,BLOC1S6,fix.lambda,-0.880973467,0.270315967,0.404749691,0.999933893,0.574897339
heart,sex-bias,ZNF23,no.lambda,0.607654758,0.276988074,0.369244302,0,0.580905544
heart,sex-bias,SPATA25,free.lambda,-0.555336227,0.284406863,0.911350709,0,0.588293648
heart,sex-bias,SMYD2,no.lambda,-0.593729462,0.291162768,0.352514676,0,0.594129432
heart,sex-bias,SLC35E4,free.lambda,0.469756687,0.335509611,0.99639306,0,0.675492683
heart,sex-bias,TMCC2,free.lambda,0.033186744,0.340906898,0.994879738,0,0.677328179
heart,sex-bias,ARSI,no.lambda,-0.540996424,0.346437943,0.292677123,0,0.679378303
heart,sex-bias,CCDC80,no.lambda,0.514756847,0.374811569,0.264974607,0,0.690808356
heart,sex-bias,DNM1,no.lambda,0.527598327,0.360857629,0.278359993,0,0.690808356
heart,sex-bias,FBXO40,no.lambda,0.504301091,0.386266407,0.254319596,0,0.690808356
heart,sex-bias,GALNT15,no.lambda,-0.509836483,0.380191822,0.259933237,0,0.690808356
heart,sex-bias,NR4A3,no.lambda,-0.504200199,0.386377343,0.254217843,0,0.690808356
heart,sex-bias,PTPRB,no.lambda,0.518994084,0.370193116,0.269354852,0,0.690808356
heart,sex-bias,RPS29,no.lambda,0.517333018,0.37200198,0.267633445,0,0.690808356
heart,sex-bias,TMCC3,free.lambda,-0.275933529,0.388865631,0.610004784,0,0.690808356
heart,sex-bias,ANGPT2,no.lambda,0.481459319,0.411570538,0.231803069,0,0.708134599
heart,sex-bias,CHDH,no.lambda,-0.480458539,0.412687713,0.230840401,0,0.708134599
heart,sex-bias,DPP4,no.lambda,0.483859063,0.408894542,0.234119595,0,0.708134599
heart,sex-bias,GPSM1,no.lambda,0.463646034,0.431558551,0.214967638,0,0.732194844
heart,sex-bias,CD274,no.lambda,0.436822072,0.462052976,0.190813519,0,0.750215048
heart,sex-bias,EPB41L4A,no.lambda,-0.44586447,0.451721851,0.198795121,0,0.750215048
heart,sex-bias,PPP1R1A,free.lambda,-0.242727787,0.4620219,0.68668741,1,0.750215048
heart,sex-bias,SUPT3H,no.lambda,-0.443444281,0.454481936,0.196642829,0,0.750215048
heart,sex-bias,BMP7,no.lambda,-0.42865751,0.471424626,0.183747257,0,0.751970912
heart,sex-bias,CGN,no.lambda,-0.425545939,0.475006878,0.18108934,0,0.751970912
heart,sex-bias,OXCT1,no.lambda,-0.422885603,0.478074222,0.178832236,0,0.751970912
heart,sex-bias,BST1,no.lambda,-0.417839573,0.483903801,0.174589911,0,0.753293546
heart,sex-bias,FCER1G,no.lambda,-0.411124526,0.491684656,0.169023372,0,0.757595745
heart,sex-bias,SEMA3C,free.lambda,-0.045736345,0.515254585,0.999933323,0,0.785893356
heart,sex-bias,FBLN5,no.lambda,0.371240062,0.538416111,0.137819187,0,0.813008327
heart,sex-bias,GUCY1A2,no.lambda,-0.361237875,0.550266404,0.1304928,0,0.822675516
heart,sex-bias,GPM6A,no.lambda,0.35221981,0.560993073,0.124058796,0,0.830489745
heart,sex-bias,IVD,no.lambda,-0.303809623,0.619213438,0.092300289,0,0.89905028
heart,sex-bias,ZC3HAV1L,no.lambda,-0.306389984,0.61608468,0.093874819,0,0.89905028
heart,sex-bias,SNX8,free.lambda,0.190945934,0.628347144,0.928980881,0,0.900521892
heart,sex-bias,UNC5A,no.lambda,0.293160268,0.632154441,0.085942944,0,0.900521892
heart,sex-bias,CTHRC1,no.lambda,-0.272573032,0.657295875,0.074296053,0,0.910565845
heart,sex-bias,RERG,fix.lambda,-0.291016977,0.655089298,0.052116533,0.553851413,0.910565845
heart,sex-bias,SLFN5,no.lambda,-0.272799428,0.657018542,0.074419524,0,0.910565845
heart,sex-bias,PFKM,free.lambda,0.260847998,0.665110817,0.488215511,0,0.913015758
heart,sex-bias,SLC26A9,no.lambda,0.258099613,0.675063285,0.066615406,0,0.918329334
heart,sex-bias,TNFRSF17,no.lambda,0.245706971,0.690333136,0.060371916,0,0.930716996
heart,sex-bias,DCLK3,no.lambda,-0.224853109,0.716139203,0.050558919,0,0.945170229
heart,sex-bias,DYRK4,no.lambda,-0.227779034,0.712510461,0.051883287,0,0.945170229
heart,sex-bias,UMODL1,no.lambda,0.221877915,0.719831631,0.049229806,0,0.945170229
heart,sex-bias,CELSR2,no.lambda,0.205815327,0.739809819,0.042359946,0,0.946927317
heart,sex-bias,GHITM,no.lambda,-0.20841099,0.736576564,0.043435143,0,0.946927317
heart,sex-bias,SYNPR,no.lambda,-0.205676379,0.739982936,0.042302774,0,0.946927317
heart,sex-bias,TATDN3,no.lambda,0.199944394,0.747129457,0.039977758,0,0.948038218
heart,sex-bias,DSC2,no.lambda,-0.190716769,0.758652055,0.036372889,0,0.954637169
heart,sex-bias,CCDC77,no.lambda,0.158421184,0.799138809,0.025097272,0,0.988624577
heart,sex-bias,HSDL2,no.lambda,-0.15351949,0.805303463,0.023568232,0,0.988624577
heart,sex-bias,PCDH7,no.lambda,0.15806004,0.799592834,0.024982978,0,0.988624577
heart,sex-bias,ALDH5A1,no.lambda,0.129301689,0.835827871,0.016718928,0,0.989975356
heart,sex-bias,ARMC1,no.lambda,-0.128198901,0.837220311,0.016434957,0,0.989975356
heart,sex-bias,FGD2,free.lambda,0.519676749,0.82934947,0.817648912,0,0.989975356
heart,sex-bias,PARP14,free.lambda,0.625171279,0.839184408,0.885813558,0,0.989975356
heart,sex-bias,TRIM29,no.lambda,0.137442028,0.82555591,0.01889031,0,0.989975356
heart,sex-bias,TXLNB,no.lambda,0.119957793,0.847632104,0.01438987,0,0.992189517
heart,sex-bias,ACTN1,fix.lambda,-0.042702977,0.937072912,0.018687123,0.22833691,0.993772304
heart,sex-bias,CCDC88C,free.lambda,0.436174308,0.96744721,0.797659879,0,0.993772304
heart,sex-bias,CLIP4,no.lambda,0.070747423,0.909996793,0.005005197,0,0.993772304
heart,sex-bias,CLSTN2,no.lambda,-0.035108649,0.955307473,0.001232617,0,0.993772304
heart,sex-bias,CPVL,no.lambda,0.081715322,0.896072726,0.006677394,0,0.993772304
heart,sex-bias,DNALI1,fix.lambda,0.244860821,0.964500017,0.680261483,0.999933893,0.993772304
heart,sex-bias,ESR2,no.lambda,0.113625248,0.855639748,0.012910697,0,0.993772304
heart,sex-bias,FBXL17,no.lambda,0.093116674,0.881611716,0.008670716,0,0.993772304
heart,sex-bias,GRIN2A,no.lambda,-0.032670638,0.958409846,0.001067371,0,0.993772304
heart,sex-bias,IL17B,no.lambda,0.057044251,0.927408409,0.003254047,0,0.993772304
heart,sex-bias,KLHL31,no.lambda,-0.074965577,0.904640332,0.005619839,0,0.993772304
heart,sex-bias,LTBP2,no.lambda,-0.09573735,0.878289896,0.009165639,0,0.993772304
heart,sex-bias,MCOLN3,no.lambda,-0.098280325,0.875067338,0.009659023,0,0.993772304
heart,sex-bias,PKP2,no.lambda,0.03376194,0.957021141,0.001139868,0,0.993772304
heart,sex-bias,RBBP9,no.lambda,0.055386242,0.929516124,0.003067635,0,0.993772304
heart,sex-bias,SIGLEC1,free.lambda,-0.181002726,0.943136669,0.742670943,0,0.993772304
heart,sex-bias,TBC1D2,no.lambda,-0.059429542,0.92437653,0.00353187,0,0.993772304
heart,sex-bias,TRIM63,no.lambda,-0.066487642,0.915407709,0.004420607,0,0.993772304
heart,sex-bias,BAG5,free.lambda,0.927502783,0.999708301,0.996446255,0,0.999999778
heart,sex-bias,BGN,free.lambda,0.234207948,0.998983659,0.956619674,0,0.999999778
heart,sex-bias,CCDC42,free.lambda,-0.50299775,0.999999778,0.998467096,1,0.999999778
heart,sex-bias,LPAR3,no.lambda,0.008943129,0.988613415,8.00E-05,0,0.999999778
kidney,rpkm,SLCO1A2,free.lambda,-0.278185904,5.16E-17,0.999247006,1,3.51E-15
kidney,rpkm,MCM10,free.lambda,0.999996407,2.97E-16,1,0,1.01E-14
kidney,rpkm,LAMB4,free.lambda,-0.179903023,5.52E-16,0.999220189,1,1.25E-14
kidney,rpkm,PARP15,free.lambda,-0.995940775,6.24E-11,0.999999606,0,1.06E-09
kidney,rpkm,RIPPLY1,free.lambda,0.928573812,1.16E-07,0.999977945,0,1.58E-06
kidney,rpkm,BCAS1,free.lambda,-0.196272533,3.18E-07,0.999908965,1,3.60E-06
kidney,rpkm,ASPG,free.lambda,0.255427145,5.95E-07,0.999845537,0,4.05E-06
kidney,rpkm,DNTT,free.lambda,0.999976094,5.83E-07,0.999999158,1,4.05E-06
kidney,rpkm,FCER1G,free.lambda,-0.903644294,5.75E-07,0.999933618,0,4.05E-06
kidney,rpkm,SLC2A9,free.lambda,-0.654590299,5.83E-07,0.999827556,0,4.05E-06
kidney,rpkm,NEURL1B,free.lambda,-0.243939622,9.33E-07,0.999796624,0,5.77E-06
kidney,rpkm,ERP27,free.lambda,-0.371495054,1.81E-06,0.999771722,0,1.03E-05
kidney,rpkm,GPX2,free.lambda,0.42057486,3.23E-06,0.999857967,0,1.69E-05
kidney,rpkm,IFIT3,free.lambda,-0.096436275,1.05E-05,0.999787302,0,4.75E-05
kidney,rpkm,PARP9,free.lambda,0.751660789,1.02E-05,0.999885567,0,4.75E-05
kidney,rpkm,CPVL,free.lambda,-0.101145362,1.14E-05,0.999752777,0,4.86E-05
kidney,rpkm,ASB15,free.lambda,0.182644256,2.15E-05,0.999917252,0,8.60E-05
kidney,rpkm,TAGLN3,free.lambda,-0.29623887,5.73E-05,0.999924552,0,0.00021647
kidney,rpkm,NR4A3,free.lambda,-0.401392368,0.000166493,0.999921802,0,0.000595868
kidney,rpkm,SLC22A16,free.lambda,0.994785224,0.001809917,0.999923346,0,0.005995834
kidney,rpkm,TNFRSF17,fix.lambda,0.988440319,0.001851655,0.966340548,0.458047639,0.005995834
kidney,rpkm,ATF7IP2,no.lambda,0.961991759,0.008844207,0.925428143,0,0.027336641
kidney,rpkm,ABCA1,no.lambda,0.953988602,0.011765536,0.910094252,0,0.034785064
kidney,rpkm,PARP14,fix.lambda,0.935484203,0.028837064,0.809476341,0.820486753,0.081705016
kidney,rpkm,RBP4,no.lambda,0.908604591,0.032709598,0.825562301,0,0.088970107
kidney,rpkm,MFSD2A,no.lambda,0.897294682,0.038897072,0.805137751,0,0.101730805
kidney,rpkm,FAM151B,no.lambda,0.86744855,0.056765122,0.752466982,0,0.142964012
kidney,rpkm,BTBD11,no.lambda,-0.85624865,0.063996812,0.733161746,0,0.155420829
kidney,rpkm,PER1,no.lambda,0.805083873,0.100226312,0.648160048,0,0.235013421
kidney,rpkm,CAPSL,free.lambda,-0.658539634,0.119804299,0.808457666,0,0.271556411
kidney,rpkm,AOC1,fix.lambda,0.693308602,0.165421663,0.400392905,0.761221733,0.362860423
kidney,rpkm,HSDL2,no.lambda,-0.706249959,0.182461991,0.498789006,0,0.381823562
