organ,measure,gene,model,correlation,pval,r2,lambda,fdr
brain,rpkm,CLVS2,free.lambda,-0.219029563,5.61E-19,0.993956926,1,3.59E-17
brain,rpkm,TNNT2,free.lambda,-0.996615228,8.62E-11,0.999999529,0,2.76E-09
brain,rpkm,SUPT3H,free.lambda,-0.95347454,1.17E-07,0.999967377,0,2.49E-06
brain,rpkm,BST1,free.lambda,0.09396231,4.51E-07,0.999901442,1,5.36E-06
brain,rpkm,CHADL,free.lambda,0.296619981,5.02E-07,0.999854187,0,5.36E-06
brain,rpkm,ESRRG,free.lambda,-0.742496606,4.61E-07,0.999815565,0,5.36E-06
brain,rpkm,NTNG2,free.lambda,0.267639571,6.52E-07,0.999870912,0,5.97E-06
brain,rpkm,TMEM273,free.lambda,0.315792009,1.02E-06,0.999811981,0,8.14E-06
brain,rpkm,RESP18,free.lambda,0.237745312,1.19E-06,0.999881874,1,8.44E-06
brain,rpkm,PLEKHM3,free.lambda,-0.307040562,2.25E-06,0.999800395,0,1.44E-05
brain,rpkm,LAPTM5,free.lambda,-0.221938316,7.28E-06,0.999553049,0,4.22E-05
brain,rpkm,SCAND1,free.lambda,-0.556931505,7.91E-06,0.999834802,0,4.22E-05
brain,rpkm,TNFRSF17,free.lambda,0.999838505,1.03E-05,0.999994874,1,5.07E-05
brain,rpkm,RPS29,fix.lambda,-0.994031718,0.002374456,0.95117679,0.999933893,0.010854657
brain,rpkm,FAM151B,no.lambda,0.963644614,0.008275693,0.928610942,0,0.035309625
brain,rpkm,EGR2,no.lambda,-0.947965036,0.014137013,0.898637707,0,0.056548051
brain,rpkm,TRAF3IP1,no.lambda,0.936084031,0.01921055,0.87625331,0,0.072322071
brain,rpkm,CD38,no.lambda,-0.853404366,0.065876025,0.728299012,0,0.234225866
brain,rpkm,KLK5,no.lambda,0.796256128,0.106959993,0.634023821,0,0.311156342
brain,rpkm,NKD2,no.lambda,0.799556557,0.104426972,0.639290686,0,0.311156342
brain,rpkm,SLC36A4,no.lambda,0.813221632,0.094138162,0.661329424,0,0.311156342
brain,rpkm,SLC7A2,no.lambda,-0.802279557,0.10235101,0.643652484,0,0.311156342
brain,rpkm,ITGB2,free.lambda,0.708719755,0.16802845,0.863995393,0,0.454167496
brain,rpkm,KANK3,free.lambda,0.135503889,0.178380825,0.802219588,0,0.454167496
brain,rpkm,NEURL1B,no.lambda,0.712389562,0.176951796,0.507498888,0,0.454167496
brain,rpkm,SLC39A10,free.lambda,-0.112738535,0.184505545,0.900373407,0,0.454167496
brain,rpkm,ANP32B,no.lambda,0.650889941,0.234214158,0.423657716,0,0.524710019
brain,rpkm,FOLR1,free.lambda,-0.407116041,0.228325578,0.786285439,1,0.524710019
brain,rpkm,HCLS1,no.lambda,-0.607796711,0.276844538,0.369416841,0,0.524710019
brain,rpkm,IFIT3,no.lambda,0.635710166,0.249011147,0.404127412,0,0.524710019
brain,rpkm,MAPK7,no.lambda,-0.606848868,0.277803312,0.368265546,0,0.524710019
brain,rpkm,RENBP,no.lambda,0.620579825,0.264000423,0.385119327,0,0.524710019
brain,rpkm,SLC15A3,no.lambda,0.624295191,0.260297976,0.389744487,0,0.524710019
brain,rpkm,TRPV1,no.lambda,-0.605911643,0.278752198,0.367128924,0,0.524710019
brain,rpkm,TGFB1,free.lambda,-0.125740733,0.289134051,0.817938597,0,0.528702265
brain,rpkm,PTH1R,no.lambda,0.574756234,0.31076778,0.330344728,0,0.552476054
brain,rpkm,FCER1G,no.lambda,0.559045627,0.327245909,0.312532008,0,0.566046977
brain,rpkm,ZNF483,no.lambda,0.549986287,0.336844709,0.302484918,0,0.567317405
brain,rpkm,SLC27A3,no.lambda,-0.53482183,0.353065379,0.286034392,0,0.579389339
brain,rpkm,GRP,free.lambda,-0.415060362,0.376072235,0.759880991,0,0.601715577
brain,rpkm,AP4S1,no.lambda,-0.491852596,0.400010246,0.24191897,0,0.624406238
brain,rpkm,CCDC154,no.lambda,-0.465240775,0.429760337,0.216448978,0,0.654872895
brain,rpkm,CHM,no.lambda,0.415331215,0.486807219,0.17250002,0,0.684315957
brain,rpkm,GCC2,no.lambda,-0.417778395,0.48397457,0.17453879,0,0.684315957
brain,rpkm,GPSM1,no.lambda,-0.426439343,0.473977725,0.181850516,0,0.684315957
brain,rpkm,ZNF444,free.lambda,-0.324465488,0.491852094,0.433524388,1,0.684315957
brain,rpkm,CD5L,no.lambda,-0.387281925,0.51951723,0.149987286,0,0.707427718
brain,rpkm,GABRB2,fix.lambda,-0.355964203,0.56242532,0.181616526,0.459172585,0.71990441
brain,rpkm,NES,fix.lambda,0.226426811,0.559320342,0.455050362,0.85086676,0.71990441
brain,rpkm,SH3TC2,no.lambda,-0.368080426,0.542154128,0.135483199,0,0.71990441
brain,rpkm,ANO3,no.lambda,-0.330707192,0.586736833,0.109367249,0,0.73146142
brain,rpkm,TREM2,no.lambda,-0.32440992,0.594312404,0.105241802,0,0.73146142
brain,rpkm,KCNG1,fix.lambda,-0.296904733,0.632698038,0.100987419,0.999933893,0.764012725
brain,rpkm,MFSD2A,no.lambda,-0.272564088,0.657306814,0.074291185,0,0.764866111
brain,rpkm,SLCO4A1,no.lambda,0.274069746,0.655462762,0.075114221,0,0.764866111
brain,rpkm,B4GALT6,no.lambda,0.252532198,0.681916974,0.063772515,0,0.776030203
brain,rpkm,WFDC5,no.lambda,0.245043637,0.6911519,0.060046384,0,0.776030203
brain,rpkm,SLC24A2,fix.lambda,0.484119664,0.733792327,0.164982933,0.863245472,0.809701878
brain,rpkm,ATXN7L2,no.lambda,0.12619298,0.839753574,0.015924669,0,0.897441283
brain,rpkm,CD44,no.lambda,-0.120561467,0.846869056,0.014535066,0,0.897441283
brain,rpkm,OXR1,free.lambda,-0.458186374,0.855373723,0.840664845,0,0.897441283
brain,rpkm,MVD,no.lambda,0.066716058,0.915117523,0.004451034,0,0.944637443
brain,rpkm,THNSL2,no.lambda,-0.047617684,0.939394198,0.002267444,0,0.954305217
brain,rpkm,TMEM176B,no.lambda,-0.025513861,0.967518261,0.000650957,0,0.967518261
brain,sex-bias,SLC27A3,free.lambda,-0.138179663,1.88E-06,0.999909844,0,6.01E-05
brain,sex-bias,SUPT3H,free.lambda,0.058008053,1.03E-06,0.999986749,0,6.01E-05
brain,sex-bias,RPS29,free.lambda,-0.121372235,9.30E-06,0.999774928,0,0.000148853
brain,sex-bias,TMEM273,free.lambda,0.239766956,8.16E-06,0.999963409,0,0.000148853
brain,sex-bias,EGR2,free.lambda,0.082268549,4.63E-05,0.999960762,0,0.000493979
brain,sex-bias,FAM151B,free.lambda,-0.056066757,4.07E-05,0.999914614,0,0.000493979
brain,sex-bias,LAPTM5,free.lambda,-0.555942385,0.00011028,0.999870658,0,0.000882239
brain,sex-bias,RESP18,free.lambda,0.078950801,0.000107446,0.999940502,0,0.000882239
brain,sex-bias,WFDC5,free.lambda,-0.949303341,0.00406465,0.999984284,0,0.02890418
brain,sex-bias,IFIT3,free.lambda,-0.396890497,0.014496843,0.999956032,0,0.092779794
brain,sex-bias,ANP32B,fix.lambda,0.957140228,0.060487097,0.668660179,0.999933893,0.35192493
brain,sex-bias,KCNG1,no.lambda,-0.810820749,0.09592225,0.657430289,0,0.511585334
brain,sex-bias,CD38,no.lambda,-0.777586901,0.121626124,0.604641381,0,0.556231482
brain,sex-bias,GRP,free.lambda,-0.831753215,0.121675637,0.836298061,1,0.556231482
brain,sex-bias,AP4S1,no.lambda,-0.700283305,0.187862857,0.4903967,0,0.623772227
brain,sex-bias,ITGB2,free.lambda,-0.331474122,0.195996457,0.99032371,0,0.623772227
brain,sex-bias,KANK3,free.lambda,0.071797774,0.174947288,0.985011069,0,0.623772227
brain,sex-bias,KLK5,no.lambda,0.66458737,0.221077783,0.441676371,0,0.623772227
brain,sex-bias,MVD,free.lambda,-0.41299203,0.224168144,0.766346852,0,0.623772227
brain,sex-bias,NES,free.lambda,-0.684693136,0.211432505,0.995190293,0,0.623772227
brain,sex-bias,SLC39A10,free.lambda,-0.331226254,0.199723597,0.93772723,0,0.623772227
brain,sex-bias,SLC7A2,free.lambda,-0.615705263,0.19529364,0.909733851,0,0.623772227
brain,sex-bias,TNNT2,no.lambda,-0.687318017,0.199751002,0.472406057,0,0.623772227
brain,sex-bias,OXR1,free.lambda,-0.589995697,0.245837608,0.896361239,0,0.655566955
brain,sex-bias,CD5L,no.lambda,0.576486676,0.308966132,0.332336888,0,0.737839454
brain,sex-bias,TGFB1,free.lambda,-0.131980758,0.31127602,0.982455676,0,0.737839454
brain,sex-bias,TRAF3IP1,no.lambda,0.579600288,0.305731182,0.335936494,0,0.737839454
brain,sex-bias,THNSL2,no.lambda,0.549803557,0.337039031,0.302283956,0,0.770374927
brain,sex-bias,MAPK7,no.lambda,-0.500696494,0.390234404,0.250696978,0,0.861206961
brain,sex-bias,ESRRG,no.lambda,0.447390996,0.449982847,0.200158697,0,0.959963407
brain,sex-bias,SLCO4A1,free.lambda,0.307686821,0.498632039,0.81953244,0,0.967043955
brain,sex-bias,TREM2,no.lambda,0.410558995,0.492341134,0.168558685,0,0.967043955
brain,sex-bias,TRPV1,no.lambda,-0.418699464,0.482909325,0.175309244,0,0.967043955
brain,sex-bias,GABRB2,no.lambda,-0.389597009,0.516801035,0.15178583,0,0.972801948
brain,sex-bias,ANO3,no.lambda,-0.319676459,0.600018151,0.102193042,0,0.997421255
brain,sex-bias,ATXN7L2,no.lambda,0.013861015,0.982352167,0.000192128,0,0.997421255
brain,sex-bias,B4GALT6,no.lambda,-0.077349156,0.901614297,0.005982891,0,0.997421255
brain,sex-bias,BST1,no.lambda,-0.095872491,0.878118603,0.009191536,0,0.997421255
brain,sex-bias,CCDC154,no.lambda,-0.153770039,0.804988228,0.023645226,0,0.997421255
brain,sex-bias,CD44,no.lambda,0.282297342,0.645400585,0.079691788,0,0.997421255
brain,sex-bias,CHADL,no.lambda,-0.035554727,0.954739861,0.001264138,0,0.997421255
brain,sex-bias,CHM,no.lambda,0.20295489,0.743374945,0.041190689,0,0.997421255
brain,sex-bias,CLVS2,free.lambda,-0.300350288,0.987990512,0.93680327,0,0.997421255
brain,sex-bias,FCER1G,no.lambda,-0.144749437,0.816344925,0.020952399,0,0.997421255
brain,sex-bias,FOLR1,no.lambda,0.086153988,0.890441182,0.007422511,0,0.997421255
brain,sex-bias,GCC2,no.lambda,-0.303937668,0.619058117,0.092378107,0,0.997421255
brain,sex-bias,GPSM1,no.lambda,-0.003616187,0.995395733,1.31E-05,0,0.997421255
brain,sex-bias,HCLS1,no.lambda,0.211477535,0.732759148,0.044722746,0,0.997421255
brain,sex-bias,MFSD2A,no.lambda,0.027363711,0.965163793,0.000748773,0,0.997421255
brain,sex-bias,NEURL1B,no.lambda,-0.005563885,0.992915872,3.10E-05,0,0.997421255
brain,sex-bias,NKD2,no.lambda,0.087456829,0.888788627,0.007648696,0,0.997421255
brain,sex-bias,NTNG2,no.lambda,0.07632728,0.902911527,0.005825854,0,0.997421255
brain,sex-bias,PLEKHM3,no.lambda,-0.291455906,0.634229726,0.084946545,0,0.997421255
brain,sex-bias,PTH1R,no.lambda,0.205318307,0.740429116,0.042155609,0,0.997421255
brain,sex-bias,RENBP,no.lambda,0.28662911,0.640113061,0.082156249,0,0.997421255
brain,sex-bias,SCAND1,no.lambda,-0.186591541,0.76381015,0.034816403,0,0.997421255
brain,sex-bias,SH3TC2,no.lambda,-0.327424873,0.59068326,0.107207048,0,0.997421255
brain,sex-bias,SLC15A3,no.lambda,-0.269249903,0.661368778,0.072495509,0,0.997421255
brain,sex-bias,SLC24A2,no.lambda,0.085973458,0.890670188,0.007391436,0,0.997421255
brain,sex-bias,SLC36A4,no.lambda,-0.026832456,0.965839962,0.00071998,0,0.997421255
brain,sex-bias,TMEM176B,no.lambda,-0.002025352,0.997421255,4.10E-06,0,0.997421255
brain,sex-bias,TNFRSF17,free.lambda,0.157441086,0.590232796,0.876366019,0,0.997421255
brain,sex-bias,ZNF444,free.lambda,-0.45361139,0.985496815,0.863053324,0,0.997421255
brain,sex-bias,ZNF483,no.lambda,0.154526038,0.804037166,0.023878298,0,0.997421255
cerebellum,rpkm,ZNF19,free.lambda,-0.986751082,2.67E-19,0.999665177,1,7.74E-18
cerebellum,rpkm,ZNF444,free.lambda,-0.723837883,2.01E-19,0.997608815,1,7.74E-18
cerebellum,rpkm,ANXA1,free.lambda,0.481332181,1.69E-15,0.997883037,1,3.27E-14
cerebellum,rpkm,CLSTN2,free.lambda,0.988999261,6.23E-09,0.999991275,0,9.03E-08
cerebellum,rpkm,SRD5A3,free.lambda,-0.975751369,4.64E-08,0.999976948,0,5.38E-07
cerebellum,rpkm,KLK5,no.lambda,0.999938423,5.80E-07,0.999876849,0,5.61E-06
cerebellum,rpkm,NPFFR1,free.lambda,-0.214733003,6.94E-07,0.999840066,0,5.75E-06
cerebellum,rpkm,LAPTM5,free.lambda,-0.011508717,1.22E-06,0.999773342,0,8.85E-06
cerebellum,rpkm,KCNG1,free.lambda,-0.480299001,2.58E-06,0.999732777,0,1.66E-05
cerebellum,rpkm,IQGAP2,free.lambda,0.110698391,6.31E-06,0.999961594,0,3.66E-05
cerebellum,rpkm,TNFRSF17,fix.lambda,0.99986577,7.94E-06,0.999027491,0.943458863,4.18E-05
cerebellum,rpkm,NKD2,no.lambda,0.994893965,0.00043765,0.989814002,0,0.002115307
cerebellum,rpkm,AFAP1L1,no.lambda,0.982988215,0.00265673,0.966265831,0,0.011853101
cerebellum,rpkm,RPS29,free.lambda,-0.979939591,0.011443687,0.956111926,1,0.047409559
cerebellum,rpkm,ALDH3A1,fix.lambda,-0.972167763,0.035637265,0.744442367,0.999933893,0.137797424
cerebellum,rpkm,FAM53A,no.lambda,0.864635253,0.05855601,0.747594119,0,0.212265536
cerebellum,rpkm,SLC10A4,no.lambda,0.851169043,0.067364745,0.72448874,0,0.229832659
cerebellum,rpkm,FAM189A2,no.lambda,0.809857146,0.096641165,0.655868598,0,0.311399309
cerebellum,rpkm,CA8,free.lambda,0.534347085,0.172627978,0.765210652,1,0.526969617
cerebellum,rpkm,SLC7A2,free.lambda,-0.096351612,0.188329611,0.41388744,0,0.546155873
cerebellum,rpkm,SLC7A10,fix.lambda,0.758833455,0.210812189,0.35992274,0.584923137,0.582243189
cerebellum,rpkm,GRP,free.lambda,-0.388890058,0.235839188,0.998280988,0,0.594724909
cerebellum,rpkm,PENK,no.lambda,-0.654572752,0.230661751,0.428465488,0,0.594724909
cerebellum,rpkm,DYRK4,no.lambda,0.615438774,0.26914652,0.378764887,0,0.612558856
cerebellum,rpkm,NES,free.lambda,0.9781141,0.266513964,0.997199524,0,0.612558856
cerebellum,rpkm,SLC24A2,no.lambda,0.610023668,0.274595349,0.372128875,0,0.612558856
cerebellum,rpkm,BCAS1,no.lambda,0.554383444,0.332177015,0.307341003,0,0.642208896
cerebellum,rpkm,FCER1G,no.lambda,-0.561236771,0.324934798,0.314986716,0,0.642208896
cerebellum,rpkm,MMRN2,free.lambda,0.185737035,0.322385882,0.856033079,0,0.642208896
cerebellum,rpkm,RTN4IP1,free.lambda,0.613986094,0.308930816,0.7038313,1,0.642208896
cerebellum,rpkm,SLC4A11,no.lambda,0.52705971,0.361440317,0.277791936,0,0.676243173
cerebellum,rpkm,LMOD1,no.lambda,0.504769045,0.385751996,0.254791783,0,0.677988356
cerebellum,rpkm,RERG,free.lambda,-0.439559682,0.380334247,0.724263498,0,0.677988356
cerebellum,rpkm,SLC35E4,free.lambda,-0.38019032,0.449418671,0.990039391,0,0.76665538
cerebellum,rpkm,PARP9,no.lambda,0.424490838,0.476222897,0.180192468,0,0.779079497
cerebellum,rpkm,SLC25A32,free.lambda,0.817496015,0.483566584,0.638601179,1,0.779079497
cerebellum,rpkm,RANBP17,no.lambda,0.371849102,0.537696177,0.138271752,0,0.842875088
cerebellum,rpkm,CHADL,no.lambda,0.344705909,0.569960409,0.118822164,0,0.869939571
cerebellum,rpkm,ALDH1A1,no.lambda,-0.208908327,0.735957286,0.043642687,0,0.917888468
cerebellum,rpkm,ANGPT2,no.lambda,0.243034395,0.693632805,0.059065715,0,0.917888468
cerebellum,rpkm,CAMK2A,free.lambda,-0.525030253,0.721159881,0.792890761,0,0.917888468
cerebellum,rpkm,DBF4B,no.lambda,0.195520224,0.752651261,0.038228155,0,0.917888468
cerebellum,rpkm,GLUL,no.lambda,-0.21830408,0.7242704,0.047656668,0,0.917888468
cerebellum,rpkm,KRT40,no.lambda,-0.278963627,0.649474632,0.077820705,0,0.917888468
cerebellum,rpkm,NR4A3,no.lambda,-0.278044515,0.650598576,0.077308755,0,0.917888468
cerebellum,rpkm,PDZRN4,no.lambda,-0.189932928,0.759631836,0.036074518,0,0.917888468
cerebellum,rpkm,RBP4,no.lambda,-0.240858671,0.696320717,0.058012897,0,0.917888468
cerebellum,rpkm,TDRD6,no.lambda,-0.271873972,0.658152329,0.073915453,0,0.917888468
cerebellum,rpkm,BCL11A,no.lambda,0.110434812,0.859676372,0.012195847,0,0.940777916
cerebellum,rpkm,CD44,no.lambda,-0.135645225,0.827822242,0.018399626,0,0.940777916
cerebellum,rpkm,IFIT3,no.lambda,0.124452852,0.841951721,0.01548851,0,0.940777916
cerebellum,rpkm,RESP18,free.lambda,-0.201833686,0.848741983,0.853234777,1,0.940777916
cerebellum,rpkm,SLC8A1,no.lambda,-0.13930986,0.823200577,0.019407239,0,0.940777916
cerebellum,rpkm,ANO6,no.lambda,-0.09671963,0.877045022,0.009354685,0,0.94201132
cerebellum,rpkm,CNDP1,no.lambda,0.045266117,0.942385079,0.002049021,0,0.993787901
cerebellum,rpkm,AP4S1,free.lambda,0.32443402,0.996412178,0.492058041,0,0.999999913
cerebellum,rpkm,CLMP,no.lambda,-0.018702448,0.976188688,0.000349782,0,0.999999913
cerebellum,rpkm,KLK15,free.lambda,0.160403242,0.999999913,0.998823736,1,0.999999913
cerebellum,sex-bias,ZNF444,free.lambda,-0.631629432,5.68E-20,0.999114726,1,3.30E-18
cerebellum,sex-bias,RERG,free.lambda,-0.837184268,3.29E-19,0.998289043,1,9.55E-18
cerebellum,sex-bias,DYRK4,free.lambda,-0.950173538,2.09E-08,0.99998659,0,4.04E-07
cerebellum,sex-bias,SRD5A3,free.lambda,0.408017915,3.70E-07,0.999864502,0,5.36E-06
cerebellum,sex-bias,IQGAP2,free.lambda,0.71930832,1.41E-06,0.999953813,0,1.37E-05
cerebellum,sex-bias,PDZRN4,free.lambda,-0.09841441,1.40E-06,0.999837716,0,1.37E-05
cerebellum,sex-bias,RBP4,free.lambda,-0.334706903,1.75E-06,0.999819544,0,1.45E-05
cerebellum,sex-bias,BCAS1,free.lambda,0.022224158,4.29E-06,0.999947787,0,3.11E-05
cerebellum,sex-bias,ANO6,free.lambda,0.175542546,7.99E-06,0.999900041,0,5.15E-05
cerebellum,sex-bias,KLK5,free.lambda,0.135824575,1.07E-05,0.999832439,0,6.20E-05
cerebellum,sex-bias,ALDH3A1,free.lambda,-0.576878343,1.67E-05,0.999941668,0,8.78E-05
cerebellum,sex-bias,CHADL,free.lambda,-0.272124468,2.80E-05,0.999858728,0,0.000135523
cerebellum,sex-bias,BCL11A,free.lambda,-0.298633666,0.000554839,0.99995587,0,0.002475438
cerebellum,sex-bias,CNDP1,free.lambda,0.449560905,0.001168543,0.999846942,0,0.004841108
cerebellum,sex-bias,NPFFR1,free.lambda,-0.400313478,0.001266721,0.999934991,0,0.004897987
cerebellum,sex-bias,RPS29,fix.lambda,-0.982280175,0.009415561,0.875854282,0.960087157,0.034131407
cerebellum,sex-bias,CAMK2A,no.lambda,-0.811574994,0.095360675,0.65865397,0,0.325348185
cerebellum,sex-bias,CLMP,no.lambda,0.802877646,0.101896732,0.644612513,0,0.328333915
cerebellum,sex-bias,KCNG1,no.lambda,-0.792836756,0.10960355,0.628590126,0,0.334579259
cerebellum,sex-bias,MMRN2,free.lambda,0.508209129,0.14942681,0.915702946,0,0.43333775
cerebellum,sex-bias,AFAP1L1,no.lambda,0.713672812,0.175806227,0.509328883,0,0.485560054
cerebellum,sex-bias,SLC7A2,free.lambda,0.089107493,0.191813154,0.97276052,0,0.505689225
cerebellum,sex-bias,KLK15,free.lambda,0.896104359,0.221687258,0.983993919,0,0.559037433
cerebellum,sex-bias,SLC25A32,no.lambda,0.652018538,0.233123944,0.425128173,0,0.563382864
cerebellum,sex-bias,ALDH1A1,no.lambda,-0.605607914,0.279059896,0.366760943,0,0.62415492
cerebellum,sex-bias,PENK,free.lambda,-0.352064108,0.279793585,0.986549476,0,0.62415492
cerebellum,sex-bias,SLC35E4,free.lambda,-0.002470489,0.311812058,0.921842831,0,0.669818495
cerebellum,sex-bias,NR4A3,no.lambda,-0.536628619,0.351122876,0.287970277,0,0.727325957
cerebellum,sex-bias,SLC7A10,no.lambda,0.503641066,0.386992258,0.253654323,0,0.773984516
cerebellum,sex-bias,GLUL,no.lambda,0.433462962,0.46590377,0.187890141,0,0.900747288
cerebellum,sex-bias,FAM53A,no.lambda,-0.414600352,0.48765388,0.171893454,0,0.912384679
cerebellum,sex-bias,FCER1G,no.lambda,-0.394050878,0.511583642,0.155276093,0,0.927245351
cerebellum,sex-bias,ANGPT2,no.lambda,0.10798293,0.862779531,0.011660312,0,0.933792528
cerebellum,sex-bias,ANXA1,no.lambda,0.239949188,0.697444746,0.057575611,0,0.933792528
cerebellum,sex-bias,CA8,no.lambda,0.133881568,0.830047307,0.017924275,0,0.933792528
cerebellum,sex-bias,CD44,no.lambda,0.178395193,0.774070778,0.031824847,0,0.933792528
cerebellum,sex-bias,CLSTN2,no.lambda,-0.280693641,0.647359914,0.078788918,0,0.933792528
cerebellum,sex-bias,DBF4B,no.lambda,-0.2031055,0.743187179,0.041251845,0,0.933792528
cerebellum,sex-bias,FAM189A2,no.lambda,0.241478969,0.695554231,0.058312094,0,0.933792528
cerebellum,sex-bias,GRP,free.lambda,0.124225808,0.752176562,0.972898605,0,0.933792528
cerebellum,sex-bias,IFIT3,no.lambda,-0.258643907,0.67439379,0.066896671,0,0.933792528
cerebellum,sex-bias,KRT40,no.lambda,-0.2669715,0.664163515,0.071273783,0,0.933792528
cerebellum,sex-bias,LMOD1,no.lambda,0.110019494,0.860201952,0.012104287,0,0.933792528
cerebellum,sex-bias,NES,no.lambda,0.298902227,0.625171237,0.089342549,0,0.933792528
cerebellum,sex-bias,NKD2,no.lambda,0.168146542,0.786922343,0.028273258,0,0.933792528
cerebellum,sex-bias,RANBP17,no.lambda,-0.372880846,0.536476972,0.139040134,0,0.933792528
cerebellum,sex-bias,RESP18,free.lambda,-0.024978351,0.755376713,0.999985547,0,0.933792528
cerebellum,sex-bias,RTN4IP1,free.lambda,-0.382205108,0.658619356,0.984567157,0,0.933792528
cerebellum,sex-bias,SLC10A4,no.lambda,-0.117295664,0.850997694,0.013758272,0,0.933792528
cerebellum,sex-bias,SLC24A2,free.lambda,-0.061897673,0.862085478,0.937055318,0,0.933792528
cerebellum,sex-bias,SLC8A1,no.lambda,-0.173756996,0.779884047,0.030191495,0,0.933792528
cerebellum,sex-bias,TDRD6,no.lambda,0.29887564,0.625203552,0.089326651,0,0.933792528
cerebellum,sex-bias,TNFRSF17,free.lambda,0.04535641,0.842063057,0.74113697,0,0.933792528
cerebellum,sex-bias,ZNF19,no.lambda,0.1027596,0.869393043,0.010559535,0,0.933792528
cerebellum,sex-bias,AP4S1,fix.lambda,-0.293095888,0.950656398,0.300092542,0.819954323,0.97161346
cerebellum,sex-bias,LAPTM5,no.lambda,-0.030926438,0.960629503,0.000956445,0,0.97161346
cerebellum,sex-bias,PARP9,no.lambda,0.022296588,0.97161346,0.000497138,0,0.97161346
cerebellum,sex-bias,SLC4A11,no.lambda,0.051463475,0.934503608,0.002648489,0,0.97161346
heart,rpkm,IL16,free.lambda,0.457497477,5.90E-19,0.995440166,1,8.90E-17
heart,rpkm,MMRN1,free.lambda,-0.028577607,1.17E-16,0.998589432,1,8.85E-15
heart,rpkm,ESR2,free.lambda,0.360594727,1.62E-14,0.998857222,1,8.16E-13
heart,rpkm,CGN,free.lambda,-0.99957091,2.47E-11,0.999999817,0,9.31E-10
heart,rpkm,LMOD1,free.lambda,-0.980205191,3.64E-09,0.999994146,0,1.10E-07
heart,rpkm,ADGRG3,free.lambda,-0.569091925,3.07E-08,0.999980628,1,7.72E-07
heart,rpkm,TAGLN,free.lambda,-0.892631672,3.88E-08,0.999975335,0,8.38E-07
heart,rpkm,EPHX1,free.lambda,0.910721829,1.52E-07,0.999953863,0,2.87E-06
heart,rpkm,IL33,free.lambda,-0.83233144,2.18E-07,0.999942671,0,3.65E-06
heart,rpkm,DNM1,free.lambda,0.91447126,3.28E-07,0.999946651,0,4.51E-06
heart,rpkm,ST14,free.lambda,-0.032004983,3.16E-07,0.999912431,1,4.51E-06
heart,rpkm,CHADL,free.lambda,0.224371127,6.09E-07,0.999851443,0,7.66E-06
heart,rpkm,CPNE4,free.lambda,-0.449893102,7.00E-07,0.999834528,0,8.14E-06
heart,rpkm,IFIT3,free.lambda,0.127621099,8.72E-07,0.999942366,0,9.40E-06
heart,rpkm,CLSTN2,free.lambda,0.658611781,1.14E-06,0.999863072,0,1.15E-05
heart,rpkm,TNFRSF17,free.lambda,0.99996041,1.24E-06,0.999998585,1,1.17E-05
heart,rpkm,DPH6,free.lambda,0.483081872,1.80E-06,0.999886412,1,1.60E-05
heart,rpkm,SLC9A3,free.lambda,-0.418742623,2.21E-06,0.999813236,0,1.86E-05
heart,rpkm,ACTN1,free.lambda,-0.195939224,3.28E-06,0.999768988,0,2.61E-05
heart,rpkm,PDE1C,free.lambda,0.15848234,3.66E-06,0.999579961,0,2.77E-05
heart,rpkm,ADAM23,free.lambda,0.287215129,3.99E-06,0.999803636,0,2.87E-05
heart,rpkm,NR4A3,free.lambda,-0.321285006,5.73E-06,0.99987994,0,3.93E-05
heart,rpkm,FASN,free.lambda,0.199961473,7.67E-06,0.999851939,1,5.03E-05
heart,rpkm,ESRRG,free.lambda,0.548546908,1.08E-05,0.999875552,0,6.80E-05
heart,rpkm,PARP9,free.lambda,0.706806896,1.24E-05,0.99995235,0,7.42E-05
heart,rpkm,SLC27A3,free.lambda,-0.360775673,1.28E-05,0.999837759,0,7.42E-05
heart,rpkm,CPVL,free.lambda,-0.063535828,2.70E-05,0.999848837,0,0.00015126
heart,rpkm,TRIM29,no.lambda,0.999132798,3.07E-05,0.998266348,0,0.000165302
heart,rpkm,BBX,free.lambda,-0.541725142,4.60E-05,0.999878241,0,0.000239316
heart,rpkm,CCDC77,free.lambda,0.193035665,6.17E-05,0.999925223,0,0.000305732
heart,rpkm,TBC1D2,free.lambda,-0.161133543,6.28E-05,0.999807318,0,0.000305732
heart,rpkm,ARMC1,free.lambda,0.01522998,6.52E-05,0.999879532,0,0.00030787
heart,rpkm,CD274,free.lambda,0.830207467,7.02E-05,0.999907697,1,0.000321156
heart,rpkm,MAPK7,free.lambda,0.235810906,7.99E-05,0.999805822,0,0.000355045
heart,rpkm,ASB15,free.lambda,-0.162756913,0.000142254,0.999820008,0,0.000613726
heart,rpkm,SV2A,no.lambda,0.997530817,0.000147232,0.995067731,0,0.000617557
heart,rpkm,TATDN3,free.lambda,0.417724846,0.000176791,0.999890165,0,0.0007215
heart,rpkm,PCDH7,free.lambda,0.172859035,0.000275229,0.99987763,0,0.001093673
heart,rpkm,GPM6A,no.lambda,0.995544705,0.000356745,0.99110926,0,0.001381244
heart,rpkm,FCER1G,free.lambda,-0.535182023,0.000486387,0.999854771,0,0.001836113
heart,rpkm,SLC19A2,free.lambda,-0.202371479,0.000998552,0.999878118,0,0.003677593
heart,rpkm,UNC5A,no.lambda,0.982582841,0.002752086,0.965469039,0,0.009894403
